lyrics,Emotion
"ছেলে আমার অনেক বড় হবে
 তারা ঘেরা ওই আকাশটা ছুঁবে
 ছেলে আমার অহংকার বলতো আমার বাবা বারবার।",happiness
"তাকিয়ে থাকা শুণ্য দৃষ্টিতে
 দেয়ালের অপার্থিব আলোর ভীড়ে,
 ওপাশের আলো ফাটল ধরায়
 সব যুক্তিতে সব বিশ্বাসে।",sadness
"আমার শিরায় শিরায় গাঢ় অন্ধকার
 শিকড় গড়ে আদরে,
 আমার অবশ শরীর
 ক্লান্তি হারায় অধিকার নিয়ে।",sadness
"সব আলো নিভিয়ে দাও
 ঘুমাব আমি আলোর শেষে,
 জয় হোক ক্লান্তির
 জয় হোক অবসাদের।",sadness
"পৃথিবীর সব ঘুম
 আমার চোখের পাতায়,
 জড় হয় কিসের আশায়
 জানা নেই আমার।",sadness
"আমার শিরায় শিরায় গাঢ় অন্ধকার
 শিকড় গড়ে আদরে,
 আমার অবশ শরীর
 ক্লান্তি হারায়
 অধিকার নিয়ে।",sadness
"তবুও আঁধার শেষে
 দেখা দেয় আলো,
 অনেক সম্ভাবনার মাঝে
 খেলা করে রোদ।",happiness
"আজ রাতটা অন্যরকম, দেখছি চারিদিক ধূসর
 উজ্জ্বল চোখে, এদিক সেদিক নেই কেউ পাশে
 এটাই তো মোক্ষম সময়, তোমার সাথে মত বিনিময়
 শুনবে না কেউ তোমার হাহাকার, শেষ যুদ্ধে",sadness
"ছিলো আমার যে কত স্বপ্ন
 নষ্ট রক্তে হয়ে গেছে আজ কালো
 তুমি তো আজ মিশে গেছো শিরায়
 হাসছো এখন উপহাস করে আমায়",sadness
"হারিয়ে যাই নি
 এখনো চলছে এই হৃদপিন্ডটা
 এখনো আমি স্বপ্ন বুনি তোমায় ছাড়া
 হারিয়ে যাই নি",sadness
"এখনো আছে বাকি সময় কিছুটা
 হয়তো হবে তুমি অদৃশ্য আমায় ছাড়া
 থাকবে না তোমার কোন চিহ্ন আর",sadness
"যতই ভাবো আসবে সুদিন, যতই ভাবো নেই আমি আর
 যতই ভাবো দেখছো আলো, আসবো ফিরে
 আমি তো ওই নখের মতো, অথবা ওই চুলগুলো
 কেটে ফেলবে জানি আমায়, আবার হবো উদয়",happiness
"ছিলো আমার এ রক্ত কালো
 চুরি করেছিলে তুমি আমার স্বপ্ন
 ঢুকেছিলে তুমি আমার ভেতর
 নেই তুমি আজ চারিপাশে কোথাও",sadness
"দেখো হাতের মুঠোয় এই পৃথিবীটা
 হয়তো আসবে তুমি ছড়াতে বিষাক্ততা
 দেখবো তোমার পরাজয় আবার",anger
"সাদাকালো এ জীবনের মাঝে রঙ্গীন ছিলে তুমি শুধু
 তোমায় নিয়ে লেখা কত কবিতায় দিয়েছিলাম কত সুর
 আজ আমার হাতের মুঠোয় নেই যে তোমার হাত",sadness
"ভোরের আলো ফুটবে কখন ভেবেছি কত রাত
 তুমি তো দিয়ে ছিলে মোরে কৃষ্ণচূঁড়া ফুল
 আমি তো বসেছিলাম নিয়ে সেই গানের সুর",nostalgia
"তুমি তো দিয়ে ছিলে মোরে কৃষ্ণচূঁড়া ফুল
 চলে গেছ কোথায় আমায় ফেলে বহুদূর",sadness
"আমি তো দিয়েছিলাম তোমায় কৃষ্ণচূঁড়া ফুল
 তুমি তো গেয়েছিলে সেই নতুন গানের সুর
 আমি তো দিয়েছিলাম তোমায় কৃষ্ণচূঁড়া ফুল
 তবে কেন গেলাম আমি চলে তোমায় ফেলে বহুদূর",sadness
"নির্ঘুম নিরবতা
 ভেজা চোখের পাতা
 অবহেলার বৃষ্টি
 হয়ে কাদে আকাশ",sadness
"কেন দুরের আলো হয়ে
 আমার আকাশ আধার হয়ে
 সবি অবাক নিরবতায়
 মিসে গেছে কালো মেঘে",sadness
"মেঘেরি মতো ভাসালে
 বৃষ্টি হয়ে ঝরালে
 কেন যে এলে এ মনে
 কান্না হয়ে",sadness
"হারিয়ে গেছে আজ আমার কথারা সবি
 রাতের আকাসে খুঁজি হারিয়ে যাওয়া স্রিতি",sadness
"তোমার জমিয়ে রাখা
 ভালবাসার ওই আকাশ হতে চাই
 বিনিময়ে কি এক আঘাতে ফেলে গেলে
 আমাকে একা শূন্যতায়",sadness
"কত স্বপ্ন ছিল দু'চোখে, কত আশা ছিল এই বুকে
 কত প্রেম, কত কথা, কত হাসি গান
 সে হাসি নেই তো আজ, হয়ে গেছে ম্লান।",sadness
"আজকে আবার এলো একটা দিন
 যেনো নতুন করে পাওয়া জীবন
 বৃষ্টি ভেজা এই শহরে
 কাটছে প্রহর, কাটছে এখন।",nostalgia
"আও একটা দিন, শুধু তোমারি জন্য
 কাটুক প্রহর, ভালোবাসায় মগ্ন।
 আও একটা দিন, শুধু তোমারি সাথে
 যেনো হারিয়ে যাই, সুখের জগতে।",happiness
"পুরোনো স্মৃতিরা ভিড় করে আসে
 মনের গভীরে, ভালোবাসার রেশ ভাসে।
 বৃষ্টির ফোঁটায়, তোমারি ছবি আঁকি
 আজও তোমায়, আমি অনেক ভালোবাসি।",nostalgia
"নীল আকাশের নিচে ঘাসের বিছানাতে
 শুয়ে শুয়ে আকাশ দেখার স্বপ্নটা মাথায় ঘোরে
 তাই দেখবোনা আলো, নেই আঁধারের মাঝে
 হঠাৎ করেই স্বপ্ন ভাঙে অশ্লীল অট্টহাসে",sadness
"চারিদিকে আধার …….অশ্লীল কালো
 জাপটে ধরে পিছন থেকে আমায়……স্বপ্নগুলো আজ চূর্ন বিচূর্ণ",sadness
"দেহের পচনটা ছড়ায় আজ মগজে
 ইদানিং অন্ধকার অনেক ভালো লাগে
 গীটার হাতে যুদ্ধে যাবার স্বপ্নটাকে
 হারিয়ে অসীম যন্ত্রণা চুম্বন করে",sadness
"যাক মুছে যাক স্বপ্ন আমার ঐ দূর আকাশে
 যাক ভুলে যাক মানুষগুলো আমায় ছুড়ে ফেলে দিয়ে
 আমিতো আর খুলবো না চোখ সূর্য উঠলে পরে
 সূর্যের কাছে আমার অনেক ঋণ আছে",sadness
"পুরোনো সব স্বপ্ন হারায় আজ অন্ধকারে
 নতুন দিনের মিছিলে আজ ফাটল ধরে
 ত্রিমাত্রিক জগতে আধাঁরটাই যেন ধ্রুবক
 বিবর্তনে অসমাপ্ত আমার লেখা দুঃখ শোক",sadness
"আঁধার এই তিন দেয়ালের ঘরে
 একা একা বসে আজ কেমন লাগে?
 বলেছিলাম এদিন আসবে
 পুরোনো গানে, পুরোনো গানে",nostalgia
"তিক্ত ব্যর্থতার এই দৃশ্য দেখো
 আয়নায় তুমি দাঁড়িয়ো
 তোমার পেছনে, পাশে, সামনে
 নেই কেউ আজ, নেই কোনোখানে",sadness
"তুমি কি ভেবেছো কাঁদছি আমি?
 তুমি কি ভেবেছো ঝরছে রক্ত?
 তুমি ভেবেছো এখনো তোমার আমি?
 তুমি ভেবেছো নই আমি শক্ত?",anger
"তোমার ঐ ধোঁকা দেয়া চোখ দু'টো
 উল্টো করে ঘুরিয়ে নিজের মগজটা দেখো
 কি দেখা যায় ঐ পঁচে যাওয়া নরম বলয়টাতে?
 নিজেকে আজ জিজ্ঞেস করো",anger
"যত মিথ্যে গল্প লিখেছিলে
 যত মূত্র চোখে ঝরিয়েছিলে
 যত লোভ নিয়ে কাছে টেনেছিলে
 ভেবেছিলে কি সেসব আসবে না ফেরত?",anger
"তুমি ভেবেছিলে হারাবো আমি
 এই অন্ধকারে
 দেখো কার চোখে আজ রক্ত ঝরে",anger
"তুমি কি ভেবেছো সমাজ, censor board
 আমি গোনায় ধরছি এই গান লিখতে?
 দেখাই তোমায় মধ্যাঙ্গুলি
 দুই পয়সার whore, তোমায় চুদি না",sadness
"আমায় ফেলে গিয়েছিলে যার কাছে
 তার থুথু খেতে কেমন লেগেছে?
 যেখানে দিয়েছিলাম তোমায় ভালোবাসা
 সেখানে পেয়েছো তাচ্ছিল্য বেজম্মার",sadness
"তুমি আমার থুথুর অযোগ্য
 তুমি নর্দমায় বীর্য-সিক্ত
 তুমি থাকো ঐ পশুদের পাশে
 যারা তোমায় নিয়ে পেছনে হাসে",sadness
"কত অভিনয় করেছিলে তুমি
 কত লোভী চোখে মোর অর্থ গিলেছিলে
 খেলাটা তো সবে হয়েছে শুরু
 নিকৃষ্ট তুমি থাকবে অন্ধকারেই",nostalgia
"তুমি মরে গেলেও আমি থামবো না
 থাকবো আমি দাঁড়িয়ে তোমার কবরের পাশে",sadness
"যেদিন রাতে জোছনা উঠবে
 ঘৃণায় ভেজাবো কবর আমি মূত্র দিয়ে
 কারণ তুমি অমানুষ, তুমি নিকৃষ্ট!",sadness
"তুমি মানে তোমার চলে যাওয়া
 তোমার জন্য সব ভুলে থাকা
 জীবন মানে বাঁচার অভিনয়
 মৃত্যু মানে তোমায় না পাবার ভয়",sadness
"তোমার আশা কতটা কাছে টানে
 আমার ছায়া যতটা আঁধার আনে
 কাঁচের দেয়াল ভাঙার মত",sadness
"তোমায় ভাঙি ইচ্ছে মত
 আমার কেন ভালো লাগে না
 কোন কিছু তোমার মত",sadness
"যখন তুমি একা থাকো
 আগুন জ্বলে আলোর মতন
 নিজের কাছেই লুকিয়ে রাখি
 স্বপ্নগুলো তোমার মত
 আমার শরীর জুড়ে বৃষ্টি নামে",sadness
"আমি পারিনি…. তোমাকে..
 আপন করে রাখতে
 আমি পারিনি… তোমাকে..
 আবার আমার করে রাখতে
 তুমি বুঝনি আমি বলিনি
 তুমি স্বপ্নতে কেন আসনি",sadness
"তুমি বুঝনি আমি বলিনি
 তুমি স্বপ্নতে কেন আসনি
 আমার অভিমান তোমাকে নিয়ে সব গেয়েছি
 গানে গানে সুরে সুরে কত কথা
 বলেছি তোমাকে",sadness
"তুমি বুঝনি……., বুঝনি
 কখনো যদি……, আনমনে চেয়ে…
 আকাশের পানে আমাকে খুঁজো
 কখনো যদি……., হঠাৎ এসে…
 জড়িয়ে ধরে বলো ভালোবাসো..",nostalgia
"আমি প্রতি রাত হ্যাঁ প্রতিক্ষণ
 খুব অজানায় কত অভিনয়
 করে বসি তোমায় ভেবে….
 আমার অযথা সব লেখা গান
 সব শুনে মন করে উচাটন",sadness
"তুমি বোঝোনি কেন…. আমাকে
 তুমি বুঝনি আমি বলিনি
 তুমি স্বপ্নতে কেন আসনি
 আমার অভিমান তোমাকে নিয়ে সব গেয়েছি",sadness
"এই রাত জাগা পাখি,
 কি গান যায় শুনিয়ে
 আসে ফিরে ফিরে তোমারই ইশারা",nostalgia
"ঐ জোৎস্না ভেজা তোমার হাতছানি
 শোনায় কত কথা মিটি মিটি তারা।",nostalgia
"আমি প্রতি রাত হ্যাঁ প্রতিক্ষণ
 খুব অজানায় কত অভিনয়
 করে বসি তোমায় ভেবে….
 আমার অযথা সব লেখা গান
 সব শুনে মন করে উচাটন",nostalgia
"সারাবেলা যত সাধ থাকে গোপন
 মায়াবি রাতে এসে দেয় সে উঁকি।
 হারানো কত স্মৃতি আসে ফিরে
 ভরে যায় জীবনের অনেক ফাঁকি।",nostalgia
"এই রাত জাগা পাখি,
 কি গান যায় শুনিয়ে
 আসে ফিরে ফিরে তোমারই ইশারা।
 ঐ জোৎস্না ভেজা তোমার হাতছানি
 শোনায় কত কথা মিটি মিটি তারা।",nostalgia
"আলো-আঁধারির পথে, আমি পথহারা পথিক
 মনের গভীরে লুকানো, স্মৃতির আনাচে কানাচে
 আজও তোমায় খুঁজি, পথ চেয়ে চেয়ে
 কত রাত পেরিয়ে, কত সকাল যে এলো।",sadness
"বৃষ্টি ভেজা পথে, স্মৃতির আলপনা আঁকি
 তোমার হাসির ঝলক, আজও মনকে দোলা দেয়
 পথের বাঁকে বাঁকে, তোমায় খুঁজে বেড়াই
 যদি একবার দেখা হতো, যদি কথা হতো।",nostalgia
"জীবন নদীর স্রোতে, বয়ে চলি একা
 কষ্টের পাল তুলে, স্বপ্নের ভেলা ভাসাই
 পথিক আমি, পথেই আমার ঠিকানা
 আসবে কি ফিরে তুমি, নাকি রবে অচেনা?",sadness
"পথিক আমি, পথেই আমার বসবাস
 যদি কখনো দেখা হয়, তবে থেকো পাশে
 স্মৃতির পাতায় লেখা, আমাদের এই প্রেম
 পথিক তুমি, পথেই রবে, চিরকাল।",nostalgia
"একটু চেয়ে দেখো, কী আছে এই চোখে,
 ভালো লাগা, না পাওয়ার, কিছু কথা,
 বৃষ্টি ভেজা, কোনো এক দুপুরে,
 যেনো হারিয়ে গেছি আমি, শুধু তোমাতেই।",happiness
"একটু চেয়ে দেখো, আছে কি কোনো আশা,
 মনের গভীরে, লুকানো ভালোবাসা,
 যেনো মেঘে ঢাকা, আকাশের মত,
 আমার এই মন, তোমাকেই খুঁজে ফেরে।",happiness
"একটু চেয়ে দেখো, বুকের বাম পাশে,
 একটি নাম, শুধু তোমারি জন্য লেখা,
 যেনো রাতের তারা, আলো ছড়ায়,
 আমার এই জীবনে, তুমি শুধু তুমি।",happiness
"একটু চেয়ে দেখো, আর কিছু না,
 শুধু একবার, আমার দিকে,
 বৃষ্টি থেমে গেলে, মেঘ সরে গেলে,
 আসবে কি তুমি, আমার পাশে?",happiness
"একটা ছেলে মনের আঙিনাতে
 ধীর পায়েতে এক্কা দোক্কা খেলে
 বন পাহাড়ি ঝর্না খুঁজে
 বৃষ্টি জলে একলা ভিজে",sadness
"সেই ছেলেটা আমায় ছুঁয়ে ফেলে।।
 আমি তো বেশ ছিলাম চুপিসাড়ে
 ছোট্ট মেয়ে সেজে একটা কোণে
 সবুজ বনে নীলচে আলো জ্বেলে",nostalgia
"স্বপ্ন ভেজা মাটিতে পা ফেলে
 সেই ছেলেটা হঠাৎ এলো মনে।।
 ছোট্ট আমি দুষ্টু আমি সেজে
 কেমন যেন হলাম জড়োসড়ো",nostalgia
"আকাশ ভরা তারার আলো দেখে
 বৃষ্টি ভেজা মাটিতে পা রেখে
 বুক ভরা আবেগটুকু ঢেকে",nostalgia
"হঠাৎ করে হয়ে গেলাম বড়ো
 বন পাহাড়ি ঝর্না বৃষ্টি ফেলে
 আমায় বাসলে ভালো সেই ছেলে",nostalgia
"মনে প্রতিক্ষনে তুমি যে শুধু রও
 বেলা অবেলা তে সুখের দীপ জ্বালাও
 মনে প্রতিক্ষনে তুমি যে শুধু রও
 বেলা অবেলা তে সুখের দীপ জ্বালাও",happiness
"কারনে অকারনে এমন হারায় অজানা টানে
 স্বপ্ন যেন নীল আকাশ ছোঁবে
 ওহো কারনে অকারনে এমন হারায় অজানা টানে
 স্বপ্ন যেন নীল আকাশ ছোঁবে",nostalgia
"মনে মনে তোমারি
 ছবি আঁকি তুমি...কি জানো না
 ও চুপি চুপি তোমারি
 প্রেমে ভাসি খুব কাছে....আসো না",nostalgia
"মনের জমা যত
 ভালোবাসা সবই...যে তোমার
 ওহো যত থাকো দুরে
 অভিমানে তুমি...রবে আমার",sadness
"যদি পথ হারাও, তবে থেমো না,
 আলো আসবেই, আঁধার পেরিয়ে।
 যদি ভেঙে যাও, তবে গড়ো আবার,
 নতুন করে, স্বপ্ন বুনে।",sadness
"কেন দূরে থাকো
 শুধু আড়াল রাখো
 কে তুমি কে তুমি আমায় ডাকো
 কেন দূরে থাকো?",nostalgia
"মনে হয় তবু বারে বারে
 এই বুঝি এলে মোর দ্বারে
 সে মধুর স্বপ্ন ভেঙ্গো নাকো",nostalgia
"কেন দূরে থাকো
 শুধু আড়াল রাখো
 কে তুমি কে তুমি আমায় ডাকো
 কেন দূরে থাকো?",sadness
"ভাবে মাধবী সুরভী তার বিলায়ে
 যাবে মধুদের সুরে সুরে মিলায়ে
 তোমারি খেয়ালে ক্ষনে ক্ষনে
 কত কথা জাগে মোর মনে
 চোখে মোর ফাগুনের ছবিটি আঁকো",nostalgia
"ঝাঁপি এখনও রয়েছে তোলা।
 শরৎ শিশিরে মিশে গেছে ঘ্রাণ
 দৃষ্টির জানালা খোলা",nostalgia
"মেঘেদের হাতে পাঠিয়েছি চিঠি
 হেমন্ত রঙে মেশো।
 এবারের শীতে নাহয় বসন্তে
 তুমি ঠিক চলে এসো।",nostalgia
"পূবেরই হাওয়া পশ্চিমে বায়
 ছন্দে মেলায় গান।
 আঁধারের পরে আলো আসবেই
 ভুলেই যাও...",nostalgia
"ভেজা ঘাস মারিয়ে, ছুটে চলি স্বপ্নের দেশে
 হঠাৎ কালো মেঘে, স্বপ্ন গুলো ভেঙে যায়,
 আলো ঝলমলে দিনে, রঙিন ফানুস ওড়ে
 বৃষ্টি ভেজা দিনে, স্বপ্ন ঘুড়ি ওড়ে...",nostalgia
"মনের জানালা ধরে উঁকি দিয়ে গেছে
 যার চোখ তাকে আর মনে পড়ে না।
 চেয়ে চেয়ে কতো রাত দিন কেটে গেছে
 আর কোন চোখ তবু মনে ধরে না।",sadness
"হৃদয়ের শাখা ধরে নাড়া দিয়ে গেছে
 ঝুর ঝুর ঝরে গেছে কামনার ফুল।
 মালা গেঁথে কবে থেকে নিয়ে বসে আছি
 আবার কখনো যদি করে সেই ভুল।",sadness
"আমার আকাশে মেলো পরিচিত ডানা.
 এখন আকাশ নীল তুমি তো জানো না.
 রোদজ্বলা কোন এক নিভৃত দুপুরে.
 এসেছিলে তুমি একা ভরা রোদ্দুরে.
 বলেছিলে চোখে নিয়ে ম্লান জলকণা.",nostalgia
"""আকাশ যে নীল নয় তুমি কি জানো না?""
 পারিনি পাল্টে দিতে আকাশেরই রঙ.
 চেষ্টা করেছি, তুমি এবারে বরং.
 অন্য আকাশে মেলো পরাজিত ডানা.",sadness
"আকাশ যে নীল নয় তুমিও জানো না.
 রোদজ্বলা কোন এক নিভৃত দুপুরে.
 এসেছিলে তুমি একা ভরা রোদ্দুরে.",nostalgia
"তুমি কালো বলে, যারা গেছে চলে,
 তুমি কালো বলে, যারা গেছে চলে।
 তুমি আয়না দেখো না,
 ওরা লজ্জা পেয়ে যাবে।",anger
"দিক দিগন্তেরই প্রান্ত ছুঁয়ে হঠাৎ এলো বৃষ্টি
 ঝড়ো হাওয়ার পাগলামিটা লাগছে বড় মিষ্টি
 আবীর মাখা ঝুমকো ফুলে বৃষ্টি মেলার খেলা
 এমনি করে যাক না কেটে আজ সারাটা বেলা।",happiness
"আয় আয় বৃষ্টি আমার সুখে আয়
 দুঃখগুলো যাক ভেসে আজ মেঘেরই ভেলায়
 এখন তুমি বারান্দাতে দেখছো বসে বৃষ্টি
 ছিটে ছিটে বৃষ্টি কনার শব্দ সুখ মিষ্টি।",happiness
"এসো তুমি তোমায় নিয়ে বৃষ্টিতে আজ ভিজি
 তোমার চোখের অতল জলে সুখের সমুদ্র খুঁজি
 স্বচ্ছ জলে ভেসে আসুক সুখেরই সাত কাহন।",happiness
"মাঝ রাতে চাঁদ যদি আলো না বিলায়
 ভেসে যায় অবুঝ মন, ভেসে যায়।
 অন্ধকারে পথ যদি হারিয়ে ফেলি
 বন্ধু তুমি কি পথ দেখাবে?",nostalgia
"দূরে কোথাও আছি বসে, হাত দুটো দাও বাড়িয়ে
 বিরহ ছুতে চায় মনের দুয়ার, দু চোখ নিরবাক।
 আসোনা ছুটে, তুমি এলে রংধনু রং ঢেলে দেয়
 তুমি এলে মেঘেরা বৃষ্টি ঝরায়, এই মনের আহ্লাদ আসোনা ছুটে।",sadness
"চলতি পথে কোনো বাসের ভীড়ে
 চেনা অচেনা আলো আধারে
 কালো ধোঁয়া ধোঁয়ার এই শহরে
 হাটছি আমি একা রোদ্দুরে...",nostalgia
"আমি এক দিকভ্রান্ত পথিক
 হারাই শুধু হারাই তোমার অরণ্যে...
 আমি এক দিকভ্রান্ত পথিক
 হারাই শুধু হারাই তোমার অরণ্যে...",sadness
"তবুও অজস্র ক্রন্দন মেখে
 মত্ত হয়েছি ব্যর্থ প্রলাপে..
 তবুও অজস্র ক্রন্দন মেখে
 মত্ত হয়েছি ব্যর্থ প্রলাপে..
 বুনে চলেছি অশ্রু প্রপাত
 এখানেই যেনো জীবন ধারাপাত...",sadness
"তবু মন তবু একলাই থাক
 কথা নেই বলে চুপচাপ রাখ
 অকারণ কিছু বিবাদ সারাক্ষণ।",sadness
"কিসের আশায় মন সঁপিলাম সুরেরই মেলায়
 কি পাইলাম আর কি হারাইলাম সংগীতের খেলায়
 কাইন্দা কাইন্দা বলে আমার মন
 ভাঙল কেন সুরেরই স্বপন
 বুকে জমাট বাঁধা অভিমান
 কি নিঠুর এই নিয়তির বিধান",sadness
"সাদা কাফন পইরা গেলাম আন্ধার কবরে
 রাইখা গেলাম আমারি গান তোমাদের তরে
 আমায় মনে রাইখ চিরদিন
 রঙ্গিন নেশায় কইরো না বিলিন",nostalgia
"এই মনে আজো পড়ে থাকি আমি
 অনন্ত ডুবে যাই হতাশায়
 তুমি রয়ে যাও স্বর্গদ্বারে আমার অপেক্ষায়…",sadness
"শূন্য চোখে তোমায় দেখা
 এখনো এখানে দাঁড়িয়ে একা
 বহুদিন পরে তুমি ভুলে গেছো আমার স্বত্তা…",sadness
"কতবার ভেবে গেছি আমি
 পৃথিবী ভালোবেসে যায়
 তুমি ভালো থাকো ঘুমের ভেতর",sadness
"আমায় আড়াল করে
 ভেঙ্গে পড়ে আকাশের
 নীল কারুকাজ অন্তরে…",sadness
"পথের গন্তব্য কি জানতে চেয়েছি
 একা একা আলোর পথে হাটা
 আমার শব্দহীন পৃথিবীর একটু জীবন চাই…",nostalgia
"কোথায় / রয়েছো ভুলে এ আমাকে।
 তারাগুলো দ্বীপ জ্বালে দূর মায়াতে।
 পিছু ফেলে আসা কত স্বপ্ন রঙিন।
 দুঃখ ছায়া বারে বারে করেছে মলিন।",sadness
"সুরে সুরে কত কথা গেঁথেছি আমি।
 ধীরে ধীরে কেটে গেছে কত রজনী।
 চোখে চোখে খুঁজি সেই সোনালী ঝলক।
 মাঝরাতে কেঁদেছি পড়েনি পলক।",sadness
"অর্ধেক আলো, অর্ধেক ছায়া এই তো জীবন।
 হবে না দেখা জানি আসবে মরণ।",sadness
"সেই তুমি কেন এত অচেনা হলে,
 সেই আমি কেন তোমাকে দুঃখ দিলেম
 কেমন করে ..এত অচেনা হলে তুমি
 কিভাবে এত বদলে গেছি এই আমি
 ও বুকেরই সব কষ্ট দুহাতে সরিয়ে
 চল বদলে যাই",sadness
"তুমি কেন বোঝনা তোমাকে ছাড়া আমি অসহায়
 আমার সবটুকু ভালোবাসা তোমায় ঘিরে
 আমার অপরাধ ছিল যতটুকু তোমার কাছে
 তুমি ক্ষমা করে দিও আমায়",sadness
"কতরাত আমি কেদেছি বুকের গভীরে কষ্ট নিয়ে
 শূন্যতায় ডুবে গেছি আমি
 আমাকে তুমি ফিরিয়ে নাও",sadness
"তুমি কেন বোঝনা তোমাকে ছাড়া আমি অসহায়
 আমার সবটুকু ভালোবাসা তোমায় ঘিরে
 আমার অপরাধ ছিল যতটুকু তোমার কাছে
 তুমি ক্ষমা করে দিও আমায়",sadness
"যে শহর বড় একা, পথিকের মন কাঁদে,
 আলো ঝলমলে রাস্তায়, স্মৃতিরা ভিড় করে বাঁধে।
 বৃষ্টি ভেজা শহরে, অচেনা মানুষের ভিড়ে,
 নিজেকে খুঁজে ফেরা, প্রতি মুহূর্তে হেরে।",sadness
"তুমি মানে তোমার চলে যাওয়া
 তোমার জন্য সব ভুলে থাকা
 জীবন মানে বাঁচার অভিনয়
 মৃত্যু মানে তোমায় না পাবার ভয়",sadness
"কাঁচের দেয়াল ভাঙার মত
 তোমায় ভাঙি ইচ্ছে মত
 আমার কেন ভালো লাগে না
 কোন কিছু তোমার মত",sadness
"যখন তুমি একা থাকো
 আগুন জ্বলে আলোর মতন
 নিজের কাছেই লুকিয়ে রাখি
 স্বপ্নগুলো তোমার মত",happiness
"ছাইড়া গেলাম মাটির পৃথিবী,
 জীবন খেলায় হারাইলাম সবই।
 বুকে জমাট বাঁধা অভিমান,
 কি নিঠুর এই নিয়তির বিধান।",sadness
"রক্তে আমার মিশে ছিল সুরের ছোঁয়া,
 হৃদয় দিয়া বাইয়া গেছি সঙ্গীতের খেয়া।",sadness
"আশায় আশায় কাটলো জীবন ভর,
 পার হই নাই তবু সুর সাগর।
 বুকে জমাট বাঁধা অভিমান,
 কি নিঠুর এই নিয়তির বিধান।",sadness
"কিসের আশায় মন সঁপিলাম সুরেরই মেলায়,
 কী পাইলাম আর কী হারাইলাম সঙ্গীতের খেলায়।",sadness
"কাইন্দা কাইন্দা বলে আমার মন,
 ভাংলো কেন সুরেরই স্বপন।
 বুকে জমাট বাঁধা অভিমান,
 কি নিঠুর এই নিয়তির বিধান।",sadness
"যদি রাত পোহালে শোনা যেতো
 কেয়ামত হবে কি না
 যদি সূর্যটা আজ না উঠতো
 তবে কি এমন হতো না",sadness
"পারছিনা আর সইতে মাগো আমি এ যন্ত্রনা
 মন চাইছে ঠিক বলে দেই মুক্তির আস্তানা
 আঙ্গুলগুলো অবশ ভীষণ একটিও নেই নখ
 হয়তো আজই টর্চার সেলে তুলেই নেবে চোখ",sadness
"স্বাধীন হলো বাংলা তবু মায়ের চোখে জল
 কোথায় আমার আজাদ তোরা কেউতো এসেবল
 জ্বলছে আগুন বুকে নিয়ে স্বাধীনতার স্বাদ
 ফিরেছিস যারা বীরেরবেশে তোরাইতো আজা",anger
"পারছিনা আর সইতে মাগো বিষ কী কোথাও নাই
 মুক্তির খোঁজ কী করে যে দেই ওরাও আমার ভাই",anger
"তোমার মাখানো ভাতের
 সেস্বাদ এখনো ভুলিনি মাগো
 ভাতের থালা সামনে নিয়ে এখনো কিরাত জাগো",nostalgia
"এই ছিল মোর যাদু ধনের মুখেরই শেষ বুলি
 খুঁজে পাইনি আজো তারে কোথাও দিয়েছে বলি
 পেরিয়ে গিয়েছি কত অশ্রুতে গাথা রাত
 আমি সেই মা আজও বেঁচে
 আছি হারিয়ে গ্যাছে আজাদ",sadness
"ঘুমহারা চোখে কত না রাত কাটিয়েছি তোর শোকে
 লাল সবুজের সাজানো দেশ তবুও এঁকেছি বুকে
 কত আজাদের ঋণে গর্বিত এই মাটি
 তাদেরি রক্তে স্বাধীন
 স্বদেশে মাথা উঁচু করে হাটি",nostalgia
"পারতেই হবে সইতে মাগো যত দিক যন্ত্রনা
 কিছুতেই আমি জানতে দেবনা মুক্তির আস্তানা
 আঙ্গুলগুলো অবশ ভীষণ একটিও নেই নখ
 হয়তো আজই টর্চার সেলে তুলেই নেবে চোখ",anger
"ছাইড়া গেলাম মাটির পৃথিবী, জীবন খেলায় হারাইলাম সবই।
 বুকে জমাট বাঁধা অভিমান, কি নিঠুর এই নিয়তির বিধান।",sadness
"রক্তে আমার মিশশা ছিল সুরেরই ছোঁয়া,
 হৃদয় দিয়া বাইয়া গেসি সংগীতের খেয়া।
 আশায় আশায় কাটল জীবন ঘোর,
 পার হইনাই তবু সুর সাগর।",sadness
"বুকে জমাট বাঁধা অভিমান, কি নিঠুর এই নিয়তির বিধান।
 কিসের আশায় মন সঁপিলাম সুরেরই মেলায়,
 কি পাইলাম আর কি হারাইলাম সংগীতের খেলায়।",sadness
"আমাদের দেশটা স্বপ্নপুরী
 সাথী মোদের ফুলপরী
 ফুলপরী লাল পরী লাল পরী নীল পরী
 সবার সাথে ভাব করি",happiness
"এইখানে মিথ্যে কথা কেউ বলেনা
 এইখানে অসৎ পথে কেউ চলেনা
 ওহ হো হো হো হো হো
 এইখানে মিথ্যে কথা কেউ বলেনা
 এইখানে অসৎ পথে কেউ চলেনা",happiness
"পড়ার সময় লেখা পড়া
 কাজের সময় কাজ করা।
 খেলার সময় হলে খেলা করি, খেলা করি
 আমাদের দেশটা স্বপ্নপুরী।",happiness
"এখানে মন্দ হতে কেউ পারে না
 এখানে হিংসা কভু কেউ করে না।",happiness
"নেই কোন দুঃখ অপমান
 ছোট বড় সবাই সমান
 ভালবাসা দিয়ে জীবন গড়ি, জীবন গড়ি",happiness
